body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status
38.3,Cross Breed,12.1,15,12690,3.9,3,75,2.6,12.6,5.5,2,ideal,healthy
38.4,Cross Breed,9.5,37,12391,4.7,3,83,3.5,13.9,5.4,2,ideal,healthy
38.4,Normal Breed,15.7,17,7665,4.2,5,52,2.9,13.6,5.0,3,Black faeces,unhealthy
38.5,Normal Breed,8.8,19,12560,4.5,5,64,3.0,14.0,3.5,2,ideal,unhealthy
39.6,Cross Breed,9.8,24,5095,7.2,1,53,1.9,15.9,4.3,1,very liquid faeces,unhealthy
38.5,Cross Breed,21.4,29,11670,3.7,5,72,2.6,14.8,3.1,2,Fresh blood in faeces,unhealthy
39.6,Cross Breed,9.1,18,5004,4.2,3,53,3.0,13.7,3.0,3,Fresh blood in faeces,unhealthy
38.7,Normal Breed,12.5,37,10941,4.2,5,72,1.9,13.5,5.2,3,ideal,healthy
38.2,Normal Breed,11.1,38,11920,4.4,2,54,2.4,13.5,5.0,3,ideal,healthy
40.3,Normal Breed,23.5,23,5004,7.2,3,44,1.3,14.6,3.5,3,ideal,unhealthy
39.7,Cross Breed,9.9,14,5281,4.1,3,55,2.3,16.4,3.9,1,ideal,unhealthy
38.6,Normal Breed,16.6,18,12088,4.4,3,64,2.8,14.5,4.5,4,ideal,healthy
39.8,Normal Breed,6.0,15,6443,6.4,3,39,1.4,15.4,3.8,2,extremely firm,unhealthy
38.7,Normal Breed,24.2,25,10260,3.4,5,64,2.5,13.5,7.0,5,ideal,healthy
40.2,Normal Breed,12.0,14,5004,7.2,2,45,1.3,16.4,3.0,1,very liquid faeces,unhealthy
37.9,Normal Breed,12.5,28,11711,4.1,3,82,2.6,14.2,5.4,3,ideal,healthy
39.7,Normal Breed,9.4,19,6384,3.6,3,42,2.6,13.2,3.8,1,ideal,unhealthy
39.8,Cross Breed,13.9,24,5004,7.2,2,51,1.3,15.4,3.3,3,Black faeces,unhealthy
38.9,Normal Breed,22.8,44,11447,4.9,5,69,4.4,14.2,6.1,2,ideal,healthy
38.4,Normal Breed,13.2,23,10459,4.7,5,67,2.6,13.4,6.6,3,Black faeces,healthy
40.2,Cross Breed,5.1,25,5004,6.9,1,49,1.3,16.3,3.1,2,Black faeces,unhealthy
38.3,Normal Breed,8.0,19,11983,3.2,3,83,3.8,14.5,5.9,5,ideal,healthy
39.7,Normal Breed,5.1,14,5004,7.1,5,46,1.6,16.3,3.0,2,Black faeces,unhealthy
40.1,Cross Breed,5.1,18,5004,7.2,2,51,1.6,16.4,4.4,2,Black faece,unhealthy
38.1,Normal Breed,9.7,40,12304,4.3,3,66,2.0,12.7,5.3,2,ideal,healthy
38.1,Normal Breed,21.1,33,10417,4.3,5,45,1.4,15.8,5.6,3,Black faece,healthy
39.5,Normal Breed,16.4,14,10463,4.9,3,50,2.8,14.3,6.0,2,extremely firm,unhealthy
39.5,Cross Breed,5.1,14,5004,7.2,5,56,1.3,16.4,3.5,2,Black faeces,unhealthy
39.5,Cross Breed,8.9,15,11136,6.9,2,48,2.3,16.4,5.5,1,ideal,healthy
39.7,Normal Breed,24.4,19,11312,3.4,5,69,3.6,14.3,4.6,2,ideal,healthy
38.1,Cross Breed,22.9,46,11354,3.4,5,83,3.9,14.9,6.0,4,ideal,healthy
39.9,Normal Breed,13.7,19,5948,7.2,2,49,1.6,15.6,5.1,3,very liquid faeces,unhealthy
38.3,Normal Breed,10.2,42,12288,3.3,2,43,2.7,13.5,5.4,2,ideal,healthy
39.7,Normal Breed,15.8,24,11963,7.2,2,45,3.1,14.1,4.8,3,Black faeces,unhealthy
39.4,Cross Breed,5.1,16,11039,7.2,5,48,1.3,16.1,3.0,2,ideal,unhealthy
38.4,Normal Breed,22.6,48,11216,3.6,5,66,2.1,14.4,5.3,2,ideal,healthy
40.0,Cross Breed,9.3,14,11854,6.9,3,83,2.1,8.6,5.0,2,Fresh blood in faeces,unhealthy
39.3,Normal Breed,5.1,26,11243,7.2,5,81,2.2,14.7,3.0,3,extremely firm,unhealthy
40.0,Cross Breed,10.3,23,5004,7.2,1,49,1.5,15.6,3.6,3,extremely firm,unhealthy
40.0,Normal Breed,16.4,24,5004,7.2,1,54,1.9,16.1,3.9,1,very liquid faeces,unhealthy
38.2,Normal Breed,13.5,35,11163,4.1,5,74,1.3,14.2,6.1,1,Black faece,healthy
39.9,Normal Breed,5.1,14,5004,7.2,3,44,1.8,16.4,3.0,3,Black faeces,unhealthy
38.9,Normal Breed,5.1,14,5422,7.2,3,51,2.6,16.3,5.8,2,ideal,unhealthy
38.5,Normal Breed,8.5,24,11247,4.5,2,83,2.7,15.5,4.4,3,ideal,healthy
39.4,Normal Breed,7.7,17,5004,7.2,3,42,1.3,16.4,3.0,3,extremely firm,unhealthy
40.1,Cross Breed,10.9,14,5004,6.7,2,50,2.8,16.2,3.1,2,Black faeces,unhealthy
40.3,Normal Breed,5.1,21,5004,7.2,5,49,1.9,15.5,3.0,2,extremely firm,unhealthy
39.8,Cross Breed,6.4,16,5004,7.2,3,48,1.4,16.4,3.5,2,Black faeces,unhealthy
40.6,Cross Breed,8.9,14,5004,4.4,3,44,1.4,16.0,3.0,3,very liquid faeces,unhealthy
40.1,Cross Breed,23.2,22,5004,4.1,2,49,1.7,14.8,3.9,3,Fresh blood in faeces,healthy
40.3,Normal Breed,14.3,14,5004,6.9,3,49,1.3,11.8,5.6,2,ideal,unhealthy
38.0,Normal Breed,18.0,22,12080,4.4,5,83,3.7,13.2,4.1,3,ideal,healthy
40.3,Normal Breed,13.1,23,5004,7.1,3,47,2.2,16.4,6.7,2,Black faeces,healthy
39.7,Cross Breed,9.0,22,5004,6.6,3,54,1.3,16.4,4.5,3,extremely firm,unhealthy
39.5,Normal Breed,5.1,27,5167,6.8,2,50,1.7,16.4,3.0,2,ideal,unhealthy
38.4,Normal Breed,8.6,27,12353,3.5,5,78,3.3,13.6,4.8,3,ideal,healthy
40.4,Cross Breed,12.1,15,5004,7.1,2,46,2.0,13.5,6.2,3,very liquid faeces,unhealthy
39.7,Cross Breed,5.1,14,5004,7.2,2,48,1.6,16.4,3.5,3,very liquid faeces,unhealthy
38.6,Cross Breed,9.8,14,5037,7.2,5,49,3.6,16.4,3.0,3,Fresh blood in faeces,unhealthy
39.2,Normal Breed,5.1,14,5004,6.9,3,48,1.3,16.4,3.0,1,Fresh blood in faeces,unhealthy
36.2,Cross Breed,5.1,21,5999,4.6,4,53,2.0,16.2,5.0,3,ideal,unhealthy
38.4,Cross Breed,11.7,33,11086,4.6,3,61,2.0,15.3,6.0,2,ideal,healthy
39.6,Normal Breed,15.7,17,11262,6.3,5,45,2.4,13.6,4.4,2,Black faeces,unhealthy
39.9,Normal Breed,10.6,19,5004,6.7,3,44,1.7,13.6,3.2,5,very liquid faeces,unhealthy
39.6,Normal Breed,5.1,14,5004,7.2,3,43,1.8,16.4,3.0,2,Fresh blood in faeces,unhealthy
39.4,Normal Breed,8.8,14,5004,7.1,2,57,1.5,16.4,4.6,2,Black faeces,unhealthy
39.2,Normal Breed,15.1,14,5004,7.2,3,41,1.7,16.4,3.0,2,Black faeces,unhealthy
39.4,Normal Breed,12.6,28,5187,6.6,3,49,1.3,14.8,4.0,1,extremely firm,unhealthy
40.2,Normal Breed,13.8,16,5004,7.2,4,50,2.0,16.3,3.2,3,Fresh blood in faeces,unhealthy
38.6,Normal Breed,9.9,28,12701,4.1,2,77,3.8,13.7,5.2,4,extremely firm,healthy
39.5,Cross Breed,8.2,32,12305,3.6,3,51,3.8,15.6,3.0,3,Black faece,healthy
38.3,Cross Breed,12.4,36,11672,4.1,2,83,2.2,14.8,5.8,2,very liquid faeces,healthy
38.5,Normal Breed,21.7,21,11840,4.1,2,74,3.1,13.2,3.6,2,ideal,healthy
40.1,Cross Breed,23.7,17,5004,7.1,5,57,2.1,16.4,4.7,2,extremely firm,unhealthy
38.7,Normal Breed,20.6,14,11935,3.4,5,45,2.1,15.0,4.2,1,ideal,healthy
38.4,Normal Breed,8.6,25,10743,3.9,2,79,3.5,13.9,5.8,3,very liquid faeces,unhealthy
40.2,Normal Breed,11.2,24,5004,6.8,2,49,1.8,14.6,6.6,2,very liquid faeces,unhealthy
38.0,Normal Breed,24.6,38,12124,4.4,3,83,1.9,14.6,7.0,3,ideal,healthy
39.8,Cross Breed,5.1,14,5004,6.7,5,42,1.5,15.8,3.9,3,extremely firm,unhealthy
39.9,Normal Breed,8.5,17,5846,7.2,5,37,1.3,15.9,3.0,3,Black faeces,unhealthy
38.7,Cross Breed,16.8,40,12124,4.4,5,69,4.1,14.1,5.2,4,ideal,healthy
38.5,Normal Breed,22.3,39,11394,4.4,2,68,1.7,12.7,6.8,4,ideal,healthy
38.2,Cross Breed,23.6,42,11218,3.4,5,80,2.1,13.2,6.6,3,ideal,healthy
39.6,Cross Breed,5.7,28,5917,7.0,5,44,3.1,15.2,3.0,1,Fresh blood in faeces,healthy
38.7,Cross Breed,18.6,41,11398,4.3,5,82,3.2,14.1,5.7,3,ideal,healthy
40.3,Normal Breed,21.3,19,5004,4.4,2,50,1.7,14.5,5.2,3,ideal,healthy
39.3,Cross Breed,5.1,14,5408,7.2,3,43,1.7,16.4,3.0,2,Black faeces,unhealthy
40.5,Cross Breed,5.1,14,5004,7.2,2,42,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
39.8,Cross Breed,5.1,16,5004,7.2,3,45,1.4,16.4,3.0,2,Black faece,unhealthy
38.3,Normal Breed,7.3,36,11839,2.9,2,56,1.8,14.8,6.8,4,Black faeces,unhealthy
40.1,Cross Breed,14.7,14,5004,6.8,3,51,2.0,16.4,4.4,1,Black faeces,unhealthy
39.9,Normal Breed,10.3,14,5452,7.0,3,54,1.4,16.4,3.5,2,Black faeces,unhealthy
39.7,Cross Breed,12.5,25,10843,7.2,3,37,1.6,13.9,3.5,3,Black faeces,unhealthy
38.6,Normal Breed,14.0,37,10117,3.1,3,76,2.5,13.7,5.4,3,ideal,unhealthy
38.1,Normal Breed,14.5,36,11854,4.4,3,83,3.3,15.1,6.2,2,ideal,healthy
38.5,Normal Breed,11.0,39,11664,4.2,5,83,2.3,14.3,6.6,2,ideal,healthy
38.7,Normal Breed,13.4,47,11034,4.7,5,78,2.5,14.8,7.0,1,ideal,healthy
40.0,Cross Breed,12.8,35,10886,3.2,2,65,2.5,13.6,5.6,3,ideal,healthy
39.5,Cross Breed,5.1,14,5199,6.6,5,54,2.0,16.4,3.0,1,Black faeces,unhealthy
39.3,Cross Breed,11.8,25,5284,6.5,2,50,1.3,16.4,3.7,2,Fresh blood in faeces,unhealthy
39.3,Normal Breed,5.1,27,5045,6.9,2,51,1.3,16.4,3.0,3,Fresh blood in faeces,unhealthy
38.0,Normal Breed,5.1,43,12653,7.2,2,47,2.2,14.2,4.7,2,ideal,unhealthy
39.6,Cross Breed,11.1,17,5322,7.2,2,45,1.4,16.1,4.4,2,very liquid faeces,unhealthy
39.2,Cross Breed,13.0,19,6328,5.8,2,79,1.6,13.9,5.0,2,extremely firm,healthy
38.4,Cross Breed,12.3,14,5516,7.1,3,57,3.0,14.4,3.4,3,extremely firm,healthy
39.7,Cross Breed,7.0,14,6593,6.8,3,50,1.3,16.4,3.0,3,very liquid faeces,unhealthy
38.4,Normal Breed,20.7,38,11217,3.6,2,63,2.7,14.4,6.1,3,Black faeces,healthy
38.2,Cross Breed,21.8,44,13178,4.3,3,83,2.6,12.3,6.7,4,ideal,healthy
38.9,Cross Breed,26.5,47,10449,4.6,5,80,1.6,13.6,5.4,3,ideal,healthy
40.3,Normal Breed,12.0,14,5004,4.5,5,48,2.5,14.8,4.6,2,Black faeces,unhealthy
37.9,Cross Breed,19.8,33,12246,3.4,5,83,3.0,14.5,6.6,2,ideal,healthy
40.2,Cross Breed,5.1,28,5004,6.9,2,55,1.3,16.4,4.4,1,ideal,healthy
38.2,Normal Breed,15.1,40,11886,4.3,5,83,2.4,13.3,5.4,3,ideal,healthy
38.2,Normal Breed,11.4,32,11497,4.8,5,72,1.7,13.6,6.2,2,ideal,unhealthy
40.1,Normal Breed,7.3,14,11228,7.2,5,83,2.0,14.4,6.9,1,Black faeces,unhealthy
38.7,Normal Breed,11.9,17,5004,3.8,2,74,1.5,14.1,3.9,3,ideal,healthy
39.8,Cross Breed,10.2,16,5369,6.3,2,79,3.0,15.7,3.2,2,ideal,healthy
38.7,Cross Breed,5.1,24,11064,2.9,5,68,2.5,13.8,4.1,3,ideal,healthy
39.2,Cross Breed,12.8,14,5044,6.6,2,49,1.3,16.4,3.0,3,Fresh blood in faeces,unhealthy
39.9,Normal Breed,5.1,19,5004,6.7,2,44,1.7,10.9,3.5,2,ideal,unhealthy
40.5,Normal Breed,11.9,28,11456,4.1,3,83,2.7,13.5,4.4,3,Fresh blood in faeces,unhealthy
38.9,Normal Breed,21.2,33,12139,3.8,3,65,3.4,13.3,5.5,3,ideal,healthy
39.8,Cross Breed,5.1,18,11973,6.7,5,51,2.9,15.9,3.0,1,extremely firm,unhealthy
40.0,Normal Breed,8.8,27,12470,4.1,2,76,2.4,14.8,4.8,1,ideal,healthy
39.8,Normal Breed,5.1,17,5004,7.2,1,46,1.6,16.4,3.0,1,Black faeces,unhealthy
38.2,Normal Breed,8.1,24,11798,4.4,3,79,4.6,14.4,6.8,3,ideal,healthy
39.6,Cross Breed,9.1,14,5314,7.2,3,53,1.6,16.0,3.1,1,extremely firm,unhealthy
38.5,Normal Breed,10.1,46,11287,3.5,5,83,2.6,14.4,5.0,2,ideal,healthy
39.1,Cross Breed,6.9,14,5122,7.2,2,45,1.3,16.4,3.0,2,Black faeces,unhealthy
38.7,Normal Breed,13.6,41,11313,4.2,5,77,2.5,13.4,5.1,2,ideal,healthy
39.2,Normal Breed,8.0,22,5078,6.3,3,47,1.5,15.5,3.0,3,ideal,healthy
39.0,Normal Breed,8.0,14,6086,7.2,5,48,1.4,16.4,3.8,1,Black faeces,unhealthy
38.4,Normal Breed,11.2,16,6267,4.0,2,74,3.3,13.5,3.5,4,ideal,healthy
40.1,Cross Breed,14.2,14,10885,4.7,2,44,2.5,15.7,4.6,3,Fresh blood in faeces,unhealthy
39.6,Normal Breed,10.7,38,11274,3.9,5,60,2.2,13.7,5.7,3,ideal,healthy
39.4,Normal Breed,8.6,22,5004,7.2,5,50,1.3,16.4,3.9,3,Fresh blood in faeces,unhealthy
38.4,Cross Breed,20.2,30,11061,4.0,5,65,3.5,14.7,6.0,4,ideal,healthy
39.9,Normal Breed,18.0,14,10908,4.6,5,46,3.6,16.0,3.3,3,Black faeces,unhealthy
38.3,Normal Breed,24.0,24,11402,4.0,3,44,3.9,13.9,5.7,1,ideal,healthy
39.4,Cross Breed,5.1,14,5393,6.8,5,47,2.2,16.1,4.3,3,Black faeces,unhealthy
38.5,Cross Breed,12.1,14,5253,2.9,5,73,2.0,12.9,5.5,2,ideal,unhealthy
38.4,Cross Breed,9.0,17,12783,3.2,3,82,2.9,13.8,5.4,3,ideal,healthy
40.2,Normal Breed,15.8,28,5004,4.3,3,75,1.5,9.8,6.6,3,ideal,healthy
38.2,Cross Breed,12.1,30,12723,3.8,5,83,4.0,15.0,5.9,3,Black faece,healthy
39.7,Normal Breed,13.0,14,5103,7.0,3,46,1.3,16.4,4.4,1,extremely firm,unhealthy
39.9,Normal Breed,15.1,28,5765,7.2,5,44,1.3,16.4,3.5,3,ideal,unhealthy
38.8,Normal Breed,21.7,49,10494,4.3,5,64,2.0,13.7,6.9,3,ideal,healthy
38.5,Cross Breed,10.6,25,12284,3.4,3,80,3.0,13.8,6.4,2,ideal,healthy
38.0,Normal Breed,22.2,28,11151,4.6,3,61,2.3,13.1,6.5,4,ideal,healthy
39.8,Cross Breed,6.4,15,5004,7.2,3,42,1.3,16.4,3.4,1,very liquid faeces,unhealthy
40.2,Normal Breed,5.5,15,5004,7.1,2,47,2.4,16.3,3.0,2,ideal,unhealthy
37.8,Normal Breed,16.2,31,11661,4.9,3,70,2.0,13.8,6.2,2,ideal,unhealthy
39.9,Normal Breed,13.1,19,6521,6.5,5,44,1.6,16.4,3.2,2,Black faeces,unhealthy
38.4,Normal Breed,9.0,25,11968,7.2,1,78,2.4,13.8,3.9,2,ideal,healthy
39.8,Cross Breed,10.4,23,6237,6.4,3,46,2.5,16.4,4.1,3,very liquid faeces,unhealthy
39.7,Normal Breed,15.5,17,5063,6.7,3,49,1.3,16.4,3.0,3,extremely firm,unhealthy
40.1,Normal Breed,5.1,15,5004,7.2,3,53,2.5,16.4,3.7,1,Fresh blood in faeces,unhealthy
38.7,Normal Breed,17.0,18,10855,4.4,1,66,2.1,13.6,6.9,3,ideal,healthy
40.0,Cross Breed,5.1,16,5004,6.1,2,53,1.6,13.3,3.0,3,very liquid faeces,unhealthy
39.9,Cross Breed,5.1,19,5004,7.2,2,51,1.3,16.0,4.0,2,very liquid faeces,healthy
40.0,Normal Breed,13.4,14,5004,7.2,3,54,2.0,16.4,3.8,1,Black faeces,unhealthy
39.6,Cross Breed,7.2,16,5012,7.2,2,52,2.1,16.1,3.0,1,very liquid faeces,unhealthy
38.6,Normal Breed,19.3,29,11452,4.8,5,82,1.8,14.7,5.2,2,very liquid faeces,healthy
38.5,Normal Breed,15.1,32,10463,4.5,5,66,1.5,12.7,5.7,3,ideal,healthy
38.7,Normal Breed,11.7,37,10677,3.8,5,78,2.8,14.0,5.5,2,ideal,healthy
39.6,Cross Breed,5.1,22,5004,7.2,3,50,1.9,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.6,Cross Breed,12.5,24,11167,4.4,5,76,2.4,14.3,6.9,3,ideal,healthy
39.7,Cross Breed,24.0,16,5004,7.2,2,45,1.3,16.4,3.8,2,Black faeces,unhealthy
38.8,Cross Breed,8.5,21,12852,3.6,2,83,3.2,13.8,5.8,2,ideal,healthy
39.8,Normal Breed,9.5,14,5004,6.6,2,52,2.3,16.1,4.4,1,ideal,unhealthy
38.6,Cross Breed,26.5,27,11891,4.3,5,70,1.5,12.2,5.0,3,ideal,healthy
40.1,Cross Breed,12.5,26,5004,6.8,3,53,1.3,16.0,3.9,3,extremely firm,unhealthy
40.1,Cross Breed,7.2,15,5004,7.2,3,47,1.7,15.3,4.0,2,Fresh blood in faeces,unhealthy
38.7,Normal Breed,25.0,38,10776,4.1,5,83,2.6,15.1,5.7,3,ideal,healthy
38.5,Normal Breed,22.5,33,11534,3.8,5,73,2.4,14.6,4.9,2,ideal,healthy
40.3,Normal Breed,5.2,14,5004,6.8,5,44,2.0,16.1,4.5,3,extremely firm,unhealthy
38.2,Cross Breed,12.5,15,6213,7.2,2,54,1.6,13.8,5.3,2,extremely firm,unhealthy
38.2,Normal Breed,15.7,28,12650,4.1,5,82,1.6,13.9,6.9,2,ideal,healthy
39.8,Cross Breed,5.1,14,5004,5.5,2,43,1.3,16.4,3.0,1,Fresh blood in faeces,unhealthy
39.5,Normal Breed,8.7,24,5283,7.2,2,43,2.8,15.8,3.0,2,Black faeces,unhealthy
39.4,Normal Breed,11.3,14,5637,6.5,3,75,3.9,14.4,4.8,3,ideal,healthy
38.0,Normal Breed,8.1,31,12097,4.0,5,83,2.6,15.7,3.0,2,ideal,unhealthy
40.2,Cross Breed,5.1,36,10432,3.8,2,55,3.7,14.9,3.6,3,Fresh blood in faeces,healthy
39.5,Cross Breed,5.1,14,5004,7.0,3,49,1.4,15.9,3.1,2,Black faeces,unhealthy
40.2,Cross Breed,16.0,20,11040,4.3,2,50,1.7,14.7,3.0,2,Fresh blood in faeces,healthy
38.0,Normal Breed,22.4,38,11676,4.7,5,83,3.6,14.1,4.8,3,ideal,healthy
38.2,Cross Breed,18.4,35,12034,3.9,3,64,1.8,12.9,5.2,2,ideal,healthy
38.3,Normal Breed,13.4,37,11387,4.1,2,74,2.6,14.6,5.5,3,ideal,unhealthy
38.6,Normal Breed,21.1,25,11334,4.5,1,83,2.0,14.0,5.0,3,ideal,healthy
38.9,Normal Breed,11.0,17,5004,6.7,5,46,1.5,16.4,3.0,2,very liquid faeces,unhealthy
40.2,Cross Breed,5.1,14,5004,7.2,5,47,2.4,14.8,3.4,1,Fresh blood in faeces,unhealthy
39.5,Normal Breed,5.2,14,5181,7.2,3,52,1.3,16.4,3.0,2,Black faeces,unhealthy
38.7,Cross Breed,9.1,29,11520,3.7,5,76,1.9,13.2,5.5,2,ideal,healthy
40.3,Cross Breed,7.8,21,5004,7.1,5,56,1.3,15.8,3.8,2,ideal,unhealthy
39.9,Normal Breed,7.8,26,5004,7.2,2,47,1.5,16.4,3.5,2,ideal,unhealthy
38.6,Normal Breed,24.7,33,10658,4.2,2,62,2.4,14.1,6.1,2,ideal,healthy
39.6,Normal Breed,11.4,14,5004,7.1,2,49,1.4,16.4,6.0,2,Fresh blood in faeces,unhealthy
40.5,Normal Breed,5.1,14,5004,7.2,3,55,1.3,16.1,3.2,3,extremely firm,unhealthy
38.5,Normal Breed,23.4,27,10821,4.4,5,64,3.1,14.3,6.9,2,ideal,healthy
40.2,Cross Breed,9.4,14,5004,7.2,5,37,3.0,15.8,3.0,3,very liquid faeces,unhealthy
38.8,Cross Breed,8.2,17,11829,3.8,2,69,3.1,16.4,6.6,1,ideal,unhealthy
40.3,Normal Breed,9.2,19,5004,6.9,5,48,1.9,15.8,3.0,1,Fresh blood in faeces,unhealthy
38.5,Normal Breed,10.2,30,11561,7.2,3,55,2.6,14.5,5.6,3,extremely firm,healthy
39.8,Cross Breed,8.4,21,5004,7.0,3,44,1.5,16.4,5.4,3,very liquid faeces,unhealthy
40.1,Cross Breed,7.6,21,11670,4.0,5,52,2.5,13.6,6.7,3,ideal,unhealthy
39.8,Cross Breed,13.7,44,11323,4.0,5,83,1.3,13.3,3.9,3,ideal,healthy
40.3,Normal Breed,9.8,35,10633,4.0,3,52,2.1,14.1,6.1,3,Black faeces,unhealthy
38.3,Normal Breed,7.2,22,12038,3.7,2,71,2.7,14.6,5.4,3,ideal,healthy
39.5,Cross Breed,5.1,14,11672,4.4,2,51,1.4,16.4,3.0,1,very liquid faeces,unhealthy
40.2,Cross Breed,6.5,17,5004,7.2,5,51,1.8,15.9,3.4,2,very liquid faeces,unhealthy
40.1,Cross Breed,5.1,16,5004,7.2,2,50,1.3,16.1,3.0,1,Black faeces,unhealthy
38.4,Normal Breed,5.1,19,5004,7.2,5,48,1.3,16.4,3.8,3,very liquid faeces,unhealthy
38.3,Normal Breed,11.1,40,12953,4.7,3,83,2.7,14.8,6.2,3,ideal,healthy
38.9,Cross Breed,19.7,34,11803,3.5,5,77,3.7,14.8,5.9,4,ideal,healthy
38.4,Normal Breed,23.9,35,11237,4.5,5,72,3.1,14.8,5.9,3,ideal,healthy
39.2,Cross Breed,13.3,15,5833,3.7,5,50,2.5,14.0,6.4,2,ideal,unhealthy
38.9,Cross Breed,18.0,31,10963,4.7,5,75,2.9,13.8,5.2,1,ideal,healthy
38.4,Cross Breed,13.9,21,11107,3.3,3,44,2.8,13.5,5.8,2,ideal,unhealthy
38.5,Normal Breed,14.3,35,10427,4.2,3,83,2.4,14.7,6.5,3,ideal,healthy
39.8,Normal Breed,16.2,42,13257,4.1,5,43,2.9,14.8,4.8,2,Black faeces,healthy
38.1,Normal Breed,22.1,46,10671,3.6,5,83,2.1,13.9,5.7,3,ideal,healthy
38.3,Cross Breed,14.8,14,11090,4.3,3,82,2.2,12.5,7.0,2,ideal,healthy
39.1,Cross Breed,6.6,20,5734,7.0,5,51,1.9,16.4,3.1,1,Fresh blood in faeces,unhealthy
39.6,Normal Breed,10.2,16,5004,7.2,2,46,1.4,15.0,3.3,2,very liquid faeces,unhealthy
40.0,Normal Breed,5.1,15,5117,7.2,2,56,1.3,16.4,3.8,2,Black faeces,unhealthy
36.5,Normal Breed,13.4,18,5004,3.5,2,83,1.9,14.0,5.4,2,Black faeces,unhealthy
40.0,Normal Breed,5.1,19,5004,7.2,3,46,1.3,16.1,3.9,3,Fresh blood in faeces,unhealthy
38.7,Cross Breed,22.4,45,11190,4.2,5,64,2.6,14.1,5.7,3,extremely firm,healthy
40.2,Cross Breed,8.0,27,5004,7.2,2,49,1.3,15.8,3.0,3,Fresh blood in faeces,unhealthy
38.7,Normal Breed,22.8,31,12553,4.2,5,62,3.0,14.5,6.4,4,ideal,healthy
39.6,Normal Breed,13.3,14,5004,6.5,4,56,1.5,16.4,4.2,2,extremely firm,unhealthy
39.4,Normal Breed,6.0,24,12048,7.2,5,58,2.4,15.9,4.4,2,Fresh blood in faeces,healthy
39.7,Cross Breed,10.9,26,10990,7.1,1,45,1.9,15.9,4.6,2,ideal,unhealthy
38.2,Cross Breed,8.7,47,13257,4.1,5,83,2.9,13.7,4.0,4,ideal,healthy
39.7,Cross Breed,5.1,14,5254,7.2,2,47,1.9,16.4,3.3,1,very liquid faeces,unhealthy
38.2,Cross Breed,8.5,28,12369,4.0,2,52,2.2,13.0,5.9,1,extremely firm,unhealthy
39.3,Cross Breed,5.1,21,5641,6.8,2,53,1.3,16.4,3.0,1,very liquid faeces,unhealthy
40.6,Cross Breed,5.1,14,5004,6.7,4,51,1.3,15.6,3.2,1,Black faeces,unhealthy
40.1,Normal Breed,14.8,26,5196,4.7,2,82,2.5,14.6,3.7,3,ideal,healthy
38.3,Cross Breed,13.1,19,11190,3.7,3,66,2.3,13.3,4.1,3,ideal,healthy
38.5,Normal Breed,24.9,20,11932,3.9,2,65,3.0,12.5,5.7,2,ideal,unhealthy
40.0,Normal Breed,10.1,34,11703,3.8,2,83,2.4,14.3,5.3,2,Black faeces,unhealthy
39.6,Cross Breed,5.1,20,5004,6.8,3,48,1.5,15.5,3.0,1,extremely firm,unhealthy
40.1,Normal Breed,12.2,14,5342,7.2,3,48,1.4,15.8,5.2,2,Fresh blood in faeces,unhealthy
38.6,Normal Breed,21.8,44,11588,4.7,5,72,2.8,14.4,5.1,3,ideal,healthy
40.0,Normal Breed,5.3,14,5004,7.2,3,48,1.5,16.4,3.2,2,very liquid faeces,unhealthy
40.1,Cross Breed,5.1,16,5004,7.2,2,50,2.4,16.4,3.7,2,very liquid faeces,unhealthy
40.2,Cross Breed,5.1,14,5728,7.2,5,67,3.4,13.5,3.2,1,very liquid faeces,unhealthy
39.4,Normal Breed,7.0,14,5004,6.5,2,50,1.3,16.4,3.0,3,Black faeces,unhealthy
38.6,Cross Breed,20.1,34,12108,3.0,5,76,3.6,13.9,5.7,3,ideal,healthy
39.5,Normal Breed,5.1,17,5004,7.2,3,55,2.0,16.4,3.7,3,Black faeces,unhealthy
40.6,Normal Breed,12.2,41,10301,4.3,2,46,1.3,14.9,6.3,3,Black faeces,unhealthy
39.9,Cross Breed,8.8,20,12358,4.3,3,80,1.5,14.0,4.6,1,extremely firm,unhealthy
39.7,Normal Breed,15.9,14,5995,7.0,2,52,2.7,16.4,5.5,2,Black faeces,unhealthy
38.6,Cross Breed,18.4,49,12548,3.9,5,83,3.6,12.8,4.7,3,very liquid faeces,healthy
38.4,Normal Breed,13.2,19,5015,7.2,3,49,2.4,12.8,6.7,2,ideal,healthy
38.2,Normal Breed,19.2,16,12388,3.9,5,46,1.3,13.5,5.6,2,ideal,healthy
38.3,Cross Breed,10.0,35,13099,4.1,2,77,2.0,14.5,5.2,3,ideal,healthy
38.6,Cross Breed,22.2,33,10178,4.2,5,79,2.1,13.7,6.4,3,very liquid faeces,healthy
39.7,Cross Breed,5.7,14,5370,7.0,2,45,1.5,16.4,3.0,2,very liquid faeces,unhealthy
39.8,Cross Breed,5.5,17,5004,6.6,3,50,1.5,16.4,3.0,3,extremely firm,unhealthy
38.7,Cross Breed,7.4,29,11151,3.8,2,68,3.8,13.6,5.2,2,ideal,healthy
